"UPB" "EDUCATION" "ANXIETY"
0	1	-1.3606
1	1	-0.0462
0	0	-1.3606
0	1	-0.7034
2	1	-0.3091
0	0	-0.3091
1	0	-0.572
1	0	-0.8348
0	1	1.6625
6	0	1.794
0	1	0.3481
0	1	-0.1776
1	1	0.3481
0	0	1.0053
6	0	0.2167
0	0	0.8739
26	0	1.3997
0	1	-0.8348
0	1	1.3997
0	1	-1.3606
0	0	-0.3091
0	0	0.611
4	1	1.2682
6	0	-1.3606
0	0	0.2167
0	1	-0.8348
0	0	0.611
0	0	1.5311
0	0	-0.0462
1	0	-1.3606
0	1	-0.8348
8	1	1.2682
0	1	1.0053
0	1	1.5311
0	0	-0.3091
0	0	1.5311
1	0	0.0852
0	0	0.4796
2	1	-1.3606
0	0	-1.3606
1	0	-0.9663
5	1	-0.572
3	0	-1.3606
0	0	-0.8348
2	0	-1.3606
10	0	1.5311
0	0	-0.1776
0	0	-1.3606
0	0	-0.8348
0	0	-0.572
0	1	-0.3091
8	1	0.7425
0	1	-0.0462
0	0	0.7425
0	1	-0.572
1	0	0.0852
11	1	1.5311
8	0	1.2682
14	1	0.3481
0	1	-0.0462
0	0	1.2682
0	0	-0.7034
0	1	1.3997
0	0	-1.3606
0	1	-0.7034
1	1	-1.3606
0	1	-1.3606
0	0	-1.3606
0	1	-1.3606
0	0	1.6625
0	1	1.3997
3	0	1.6625
0	0	1.3997
0	1	-1.3606
6	1	-0.0462
0	1	-0.8348
0	1	-1.3606
0	1	-0.9663
0	0	0.4796
5	1	1.3997
0	0	0.3481
0	0	-0.9663
10	1	1.3997
0	1	-0.7034
0	1	-1.3606
0	0	0.4796
0	0	1.2682
1	1	-1.3606
4	1	0.611
0	0	-0.1776
0	1	0.7425
0	0	-0.4405
0	0	-0.9663
0	1	-0.8348
0	1	2.3197
0	0	0.4796
4	1	1.3997
0	0	0.8739
0	0	-1.3606
0	0	0.3481
0	0	-1.3606
0	0	1.0053
0	0	-0.1776
9	0	-0.7034
5	0	2.0569
0	0	-1.3606
0	0	1.6625
12	1	0.7425
0	0	0.2167
0	1	-1.3606
0	0	0.0852
0	0	-1.3606
0	1	1.3997
0	0	0.4796
0	0	0.0852
0	0	-0.8348
0	0	0.2167
0	0	-0.9663
11	1	-0.0462
0	0	-1.3606
0	0	-0.3091
0	0	-1.3606
7	0	-0.572
0	0	0.3481
0	1	0.3481
0	0	0.8739
0	1	-0.4405
9	0	1.2682
0	0	-1.3606
4	1	0.3481
0	0	0.611
0	0	0.3481
0	0	-0.4405
0	0	0.4796
26	0	-1.3606
0	0	-1.3606
9	0	0.0852
0	1	-0.9663
1	1	-0.8348
0	0	-0.9663
0	0	1.6625
0	1	1.2682
8	0	0.2167
1	0	-0.7034
0	0	1.2682
0	0	-0.1776
0	1	1.0053
2	0	-0.7034
1	1	-0.1776
0	0	0.0852
1	1	0.7425
0	0	-0.4405
0	1	0.8739
0	1	0.3481
4	1	0.4796
4	0	-1.3606
4	0	1.0053
3	0	1.9254
5	0	0.2167
0	0	-0.8348
0	1	0.7425
1	0	-0.1776
4	1	0.0852
0	0	-0.7034
8	1	2.4512
0	0	-0.0462
8	0	-0.7034
1	0	1.0053
6	0	1.3997
0	1	0.0852
2	0	1.0053
0	0	0.0852
0	0	-0.3091
3	0	-1.3606
0	1	-0.7034
0	1	-1.3606
0	0	-1.3606
0	0	-1.3606
0	0	-1.3606
0	0	-0.1776
10	1	0.4796
1	1	1.2682
0	0	0.7425
0	0	-1.3606
0	0	-0.8348
2	1	0.3481
10	0	0.3481
0	1	1.0053
32	0	0.611
0	0	-0.4405
0	0	-1.3606
0	1	-0.1776
0	0	-1.3606
0	0	-1.3606
0	0	0.4796
0	0	2.0569
26	0	0.2167
14	1	0.8739
1	0	1.3997
0	1	2.1883
8	0	1.3997
3	0	-0.572
10	0	1.5311
1	0	-0.4405
0	0	-0.3091
0	1	0.3481
0	1	0.2167
4	0	-0.7034
0	0	-1.3606
0	1	-1.3606
0	1	0.2167
0	0	-1.3606
0	0	-1.2292
6	1	0.3481
0	0	-1.3606
0	0	-1.3606
4	0	-1.3606
0	0	-1.3606
0	1	-0.7034
23	1	1.1368
0	1	0.3481
0	1	0.3481
0	0	-1.0977
5	0	2.0569
2	1	-0.7034
13	1	0.2167
1	0	-0.572
0	0	0.3481
0	0	-0.9663
0	0	-1.3606
0	1	-0.7034
34	0	-1.3606
0	0	-0.8348
0	0	-0.0462
11	0	-0.7034
2	1	-0.9663
15	0	1.6625
5	1	0.611
7	0	1.2682
0	1	-0.572
3	1	-0.4405
0	0	0.8739
1	1	1.0053
2	0	1.6625
1	1	-1.0977
0	0	0.0852
10	1	1.1368
0	0	1.3997
0	0	1.2682
7	0	0.7425
0	0	0.2167
0	0	-0.1776
0	0	0.611
0	0	-0.8348
6	0	-0.1776
0	1	1.0053
0	0	0.2167
0	0	0.3481
20	0	0.8739
0	0	0.8739
0	1	0.3481
2	0	1.3997
2	1	1.3997
0	0	-0.9663
0	1	-1.3606
0	1	-0.0462
0	0	-0.1776
0	0	1.1368
0	0	-0.9663
2	0	-0.1776
0	0	0.7425
1	1	1.1368
0	0	-0.9663
0	0	-1.3606
0	0	-0.572
7	1	1.6625
14	0	2.3197
2	0	0.0852
1	1	-1.2292
0	1	0.0852
9	0	0.4796
0	0	-0.3091
0	1	-1.0977
8	1	0.8739
